Name,Played in,_source_page,_wiki_api,biome_category,col2,game
HazardFromCave,Tower of Oz,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
JungleInTheSea,Tower of Oz,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StrangeSortOfStory,Tower of Oz: 49F and 50F,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheBottomOfTheSea,Tower of Oz resting spots,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VentureIntoTheUnkown,Tower of Oz: Lobby,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
battlefield,FriendStory Dust Zones,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HollowAttack,Old Shinsoo International School building,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LifeIsComedy,FriendStory,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MushroomCastle,Mushroom Castle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SchoolLife,Shinsoo International School,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
UrbanStreet,FriendStory,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VikingShip,Mushroom Castle: Viking Ship,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VikingSkipper,Black Viking Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FlowerVioleta,Mushroom Castle Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WarMushCastle,Mushroom Castle: Castle Walls,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StarPlanetWaitField,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StarPlanetGameField,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StarPlanetMainEvent,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TodaysFortune,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StarPlanetWorldEvent,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
InvitavionStarplanet,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MasterOfKeyBoard,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
YUTYUTYUT,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VirtualArena,Star Planet,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SecretMission,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SecretMissionBase,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RabbitsDream,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BattleOnTheDeck,Black Heaven Questline<br />Scrapyard<br />Legion / Union raid battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheDollMaster,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
JunkYard,Black Heaven Questline<br />Scrapyard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BlackHeavenTheme,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BlackHeavenTheme_parade,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HeroComes,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Gravity Core,Lotus Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Gravity Lord,Lotus Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Gravity Lord Rise,Lotus Boss Battle: Phase 3,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BigMachine,Black Heaven Questline<br />Scrapyard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BigMachine_mission,Black Heaven Questline<br />Scrapyard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HeavenAgain,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PromiseOfHeaven,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PromiseOfHeaven_vocaless,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HeavenAgain,Black Heaven Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Haven Theme,Scrapyard: Haven,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheBeast,FriendStory Chapter 6<br />Bounty Hunt,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheBeast2,FriendStory Chapter 6,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Demon's eye,FriendStory Chapter 6,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Demon's eye2,FriendStory Chapter 6,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Catch Your Dreams! intro,FriendStory Chapter 6 performance,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Catch Your Dreams! play,FriendStory Chapter 6 performance,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Catch Your Dreams! full,FriendStory Chapter 6 performance,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Catch Your Dreams! vocaless,FriendStory Chapter 6 performance,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
monsterWorld,Event: 12th Anniversary (KMS) / 11th Anniversary (GMS),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TresureGameMulti,Event: 12th Anniversary (KMS) / 11th Anniversary (GMS),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TresureGameSingle,Event: 12th Anniversary (KMS) / 11th Anniversary (GMS),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kinesis Theme I,Kinesis Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kinesis Theme II,Kinesis Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kinesis Theme Skill,Kinesis Skill: Mental Overdrive,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Skyscraper,City Center (Seoul Main Street),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Unknown Part Of City,Kinesis Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
This too shall pass away,Korean Folk Town Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Unexpected crisis,Korean Folk Town Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Welcome To The Creepy Ghost Park,Ghost Park,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Dancing With Ghosts,Ghost Park,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SheSellsALuckyThing,Ursus entrance map,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheKingOfDestruction,Ursus Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheSilentWar,Ursus Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WildFury,Ursus Boss Battle: Phase 3,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Desperately,Ursus Boss Battle: Phase 4,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DragonTigerField,Gold Dragon Dojo and Red Tiger Dojo (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DragonTigerDungeon,Gold Dragon Dojo and Red Tiger Dojo (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kecon_KR,Momijigaoka (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Momijigaoka_KR,Momijigaoka (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
InsideHonnouji_KR,Momijigaoka (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MomijiNoSakamichi_KR,Momijigaoka (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hieijan_KR,Momijigaoka (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hieijan_nohime_KR,Momijigaoka (KMS event),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Heroes Of Maple Theme,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Heroes Of Maple Theme Piano,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Through The Blizzard,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Showtime!,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Army Of Fears Theme,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Pain And Sorrow,Heroes of Maple Questline<br />Dark World Tree: Deserted Camp<br />Moonbridge Questline<br />Ereve: Genesis Weapon Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Anthem For Heroes,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Timeless Beholder,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Time Is Gold,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Endless Journey,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
God Of Control - Lobby,Maplerunner,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
God Of Control - Stage,Maplerunner,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Jazz For Dr Lim,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The Devil Is Coming,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Climbing Up The WorldTree,Heroes of Maple Questline<br />Dark World Tree,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Pain To Hope,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Travelers,Heroes of Maple Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Demian,Damien Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Demian Spine,Damien Boss Battle: Between Phases,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Demian True,Damien Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Volcanic Zone Of Extinction,Vanishing Journey: Extinction Zone,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Lake Of Oblivion,Vanishing Journey: Lake Of Oblivion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Cave Of Rest,Vanishing Journey: Cave of Repose,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ChewChew MainTheme,Chu Chu Island,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ChewChew WildWorld,Chu Chu Island: Eree Valley and Skywhale Mountain,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LachelntheIllusionCity,Lachelein,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ClockTowerofNightmare,Lachelein: Nightmare Clocktower,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WierldForestIntheGirlsdream,Lucid Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BrokenDream,Lucid Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GoGoRangers!,Omega Sector Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DancesWithAliens,Omega Sector: Inside the Mothership,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VacuumCleaner,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheTuneOfAzureLight,Arcana,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheTuneOfAzureLight2,Arcana,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ArcanaBoss,Arcana,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SavageTerminal,Savage Terminal,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HuntingGround,Savage Terminal,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MrHazard,Savage Terminal: Mr. Hazard's Lair,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AsylumAmbience,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AsylumPiano,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Asylum,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CrystalAcademia,Sanctuary: Crystal Academy,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DeathOfAsylum,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DeathOfAsylumChoir,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DeathOfAsylumChoirExtended,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
IlliumRebirth,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AsylumAmbiencePiano,Sanctuary,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Nowhere,Grand Athenaeum Chapter 4: Winter Bard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WayBackHome,Grand Athenaeum Chapter 4: Winter Bard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
noname,Grand Athenaeum Chapter 4: Winter Bard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ForgottenNames,Grand Athenaeum Chapter 4: Winter Bard,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
gloryWing,Illium Skill: Crystal Skill - Wings of Glory,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MemoryOfKritias,Morass: Trueffet Area,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SwampOfMemoryMoras,Morass: Coral Forest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BlackDungeon,Morass: Dungeon,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
OverTheClouds,Fox Valley: Beyond the Clouds,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
OverTheClouds_RhythmicVer,Fox Valley Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
EveningPrimrose,Grand Athenaeum Chapter 5: Shadow Alchemist,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Title,Original Server Select,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VerdelTown,Verdel,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VerdelField,Verdel: Sandstorm Zone,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VerdelDungeon,Verdel: Desert Cavern,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Doomsday_FULL,Verdel: Ravaged Base Remnants,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Doomsday_LOOP,Ark Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Memory,Ark Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Outpost,Maple Alliance Outpost,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SoupOfLife,Esfera: Living Spring,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ConteminatedSea,Esfera: Mirror-touched Sea,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TempleInTheMirror,Esfera: Radiant Temple,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Diffraction,Will Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MirrorCage,Will Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BloodCage,Will Boss Battle: Phase 3,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WarCloud,Moonbridge: Last Horizon,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StrangeFog,Moonbridge: Mysterious Fog,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WaveofEmptiness,Moonbridge: Void Current,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FerociousBattlefield,Giant Monster Gloom Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DuskHallucination,Giant Monster Gloom Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FerociousBattlefield_loop,Tenebris cutscenes,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FerociousBattlefield_ShortEdit,Tenebris cutscenes,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FerociousBattlefield_RiserEdit,Tenebris cutscenes,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SecretLabyrinth,Labyrinth of Suffering: Interior,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
EternalSwamp,Labyrinth of Suffering: Core,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HeartofSuffering,Labyrinth of Suffering: Deep Core,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DepthOfPain,Verus Hilla Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TearsOfTheWorld,Limina: World's Sorrow,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BlackFury,Limina: Orchid's Leitmotif/Theme,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SubterminalPoint,Guard Captain Darknell Boss Battle<br />Ergoth's Leitmotif/Theme (new),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheWorld'sEnd,Limina: End of the World and Ship Deck,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TempleOfDarkness,Black Mage Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ThroneOfDarkness,Black Mage Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WorldHorizon,Black Mage Boss Battle: Phase 3,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LostSpace,Black Mage Boss Battle: Phase 4,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NewBeginningNotTheEnd,End of Tenebris Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LosGurugers,Savage Terminal: Polluted Sewer,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SecretElodin,Elodin Forest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LuensHouse,Elodin: Ruenna's House,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheVillageOfKarupa,Partem: Karuppa Town,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ThePartemRuins,Partem: Partem Ruins,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Pathfinder,Pathfinder Theme,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
battleHorizonTheme,Event: Adventure - Battle Horizon<br />Midnight Hunt (unused),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MapleSquadS1,Event: Adventure - Immortal Gorgons,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PathfinderRelicEvolution,Pathfinder Skill: Awakened Relic,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MysteriousTotemintheJungle,Bounty Hunter Portal: Esfetia (Totem Slash),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LiberatedEdelsteinCity,Aftermath: Resistance,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
JourneyMusicBox,Aftermath: Heroes,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Borderless,Convergence (Borderless),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RidingOnTheClouds,Hoyoung's Leitmotif/Theme (Hoyoung Questline: obtaining Nimbus Cloud),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RidingOnTheCloudsGodComing,Hoyoung Skill: Sage: Wrath of Gods,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SeonYuSan,Hoyoung Questline: Mt. Songyu,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CheongUn,Cheong-woon,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CreepyTemple,Cheong-woon Valley: Handsome Monk's Temple,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SeaWave,Cernium: Rocky Overlook,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheHolyLand,Cernium,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BurningCity,Chosen Seren Boss Battle: Reward Map,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BattleOfCernium,Burning Cernium,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HolyWar,Cernium Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SanctuaryOfMitra,Cernium: Chamber of the Holy Sword,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GraveyardOfSword,Cernium: Graveyard of Swords,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Apostles,Apostles' Leitmotif/Theme,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
OverlordOfLife,Gerand Darmoor's Leitmotif/Theme (Cernium: Aaron),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RisingSun,Cernium Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RedMoon,Cernium: Near the Flora Encampment,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WhereTheSecretLies,Ristonia: Underground Passage,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RomanticSunset,Ristonia,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MaskedHeart,Ristonia: Mansion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AdelesOath,Ristonia: Tragic Rampart,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
5thAdelesOathInfinite,Adele Skill: Infinity Blade,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheWallsofTragedy,Ristonia: Tragic Rampart,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ForEinherjar,Adele Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Streetpiano,Ristonia: Talking to Emile,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AwakeningOfOldGod,Chosen Seren Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MemoryOfSunset,Reverse City: Cutscenes,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ReverseCity,Reverse City,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ReverseCity2,Reverse City,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
T-bomb,Reverse City,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MushbudForest,"Yum Yum Island: Yum Yum Village, Mushbud Forest",Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
IlliyardMoor,Yum Yum Island: Illiard Field,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FungusForest,Yum Yum Island: Fungos Forest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FungusForestB,Yum Yum Island Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheKnightOfSharenian,Grand Athenaeum Chapter 6: Sharenian Knights,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MyPrinceMyKingdom,Grand Athenaeum Chapter 6: Sharenian Knights,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WhiteNight,Grand Athenaeum Chapter 6: Sharenian Knights,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GoodbyeMyFriends,Sellas Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SinkingThings,Sellas: Plunging Depths,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WhaleBelly,Sellas: Star-swallowing Sea,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WhereStarsRest,Sellas: The Final Edge of Light,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheDispossessed,Toolen City: Drakas Base,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DispossessedAnger,Toolen City: Drakas Base (after Kain's 2nd Job Advancement),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HappyBirthdayMyDear,Kain Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HappyBirthdayMyDearShort,Kain Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DoubtYou,Kain Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Malice,Kain Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ToolenCity,Toolen City,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
5thKainThanatosDescent,Kain Skill: Thanatos Descent,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HeavyRain,Toolen City (after Kain's 2nd Job Advancement),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Welcome to Hotel Arcs,Hotel Arcus: Saloon,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Wayout of the wilderness,Hotel Arcus: Town and Outlaw-Infested Wastes,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Train heading nowhere,Hotel Arcus: Train with No Destination,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
A mechanic with a wander,Hotel Arcus Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Lonesome Cinema,Hotel Arcs: Nostalgic Drive-in Theater,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WonderfulMomentsInNarin,Narin,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BetweenAlley,Narin: Hushed Back Alley,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LifeIsFullOfHappiness,Lara's leitmotif,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
OnedayAtTheAtelier,Narin: Dalbourde Studio,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HyperLifeIsFullOfHappinessHomeOfSpirits,Lara Skill: Arbor Away,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AnotherdayOfTheAtelier,Narin: Dalbourde Studio,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
AnotherdayOfTheAtelier_NoIntro,Narin: Dalbourde Studio,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Welcome to Ramuramu Valley,Ramuramu Valley,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Historical Site of Slime,Ramuramu Valley,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Once upon a time in Karotte,Karote,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PreparationForBreakthrough,Karote,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
OccupiedFortress,Kalos Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FuryOfTheWatcher,Kalos Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Invasion,Shangri-La,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DestroyedFourSeasons,Kaling Boss Battle: Phase 1,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
